SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,XFe3+
54.53,0.15,5.94,8.85,0.3,26.31,7,0.54,0.1,2.4,5,0.23
