SiO2,TiO2,Al2O3,FeO,Fe2O3,MnO,MgO,CaO,Na2O,K2O,OLD H2O,XFe3+,H2O
64.13,0.91,19.63,6.85,0,0.08,2.41,0.65,1.38,3.95,0,0.23,5
