:NR(step)                       ,:Temperature                    ,:Pressure                       ,G_system                        ,G_tot                           ,S_tot                           ,V_tot                           ,H_tot                           ,TS_tot                          ,PV-_tot                         ,U_tot                           ,blk_O                           ,blk_SI                          ,blk_TI                          ,blk_AL                          ,blk_FE                          ,blk_MG                          ,blk_MN                          ,blk_CA                          ,blk_NA                          ,blk_K                           ,blk_H                           ,blk_E                           ,V_solids                        ,rho_solids                      ,n_H2O_solids                    ,wt_H2O_solids                   ,pcH2O_solids                    ,n_[py]                          ,n_py_[py]                       ,x_py_[py]                       ,a_py_[py]                       ,n_alm_[py]                      ,x_alm_[py]                      ,a_alm_[py]                      ,n_spss_[py]                     ,x_spss_[py]                     ,a_spss_[py]                     ,n_gr_[py]                       ,x_gr_[py]                       ,a_gr_[py]                       ,n_kho_[py]                      ,x_kho_[py]                      ,a_kho_[py]                      ,x_Mg(X)_[py]                    ,x_Fe(X)_[py]                    ,x_Mn(X)_[py]                    ,x_Ca(X)_[py]                    ,x_Al(Y)_[py]                    ,x_F3(Y)_[py]                    ,n_[h2oL]                        ,n_q4L_[h2oL]                    ,x_q4L_[h2oL]                    ,a_q4L_[h2oL]                    ,n_abL_[h2oL]                    ,x_abL_[h2oL]                    ,a_abL_[h2oL]                    ,n_kspL_[h2oL]                   ,x_kspL_[h2oL]                   ,a_kspL_[h2oL]                   ,n_anL_[h2oL]                    ,x_anL_[h2oL]                    ,a_anL_[h2oL]                    ,n_slL_[h2oL]                    ,x_slL_[h2oL]                    ,a_slL_[h2oL]                    ,n_fo2L_[h2oL]                   ,x_fo2L_[h2oL]                   ,a_fo2L_[h2oL]                   ,n_fa2L_[h2oL]                   ,x_fa2L_[h2oL]                   ,a_fa2L_[h2oL]                   ,n_h2oL_[h2oL]                   ,x_h2oL_[h2oL]                   ,a_h2oL_[h2oL]                   ,n_[dilm1]                       ,n_oilm1_[dilm1]                 ,x_oilm1_[dilm1]                 ,a_oilm1_[dilm1]                 ,n_dilm1_[dilm1]                 ,x_dilm1_[dilm1]                 ,a_dilm1_[dilm1]                 ,n_dhem1_[dilm1]                 ,x_dhem1_[dilm1]                 ,a_dhem1_[dilm1]                 ,x_Fe(A)_[dilm1]                 ,x_Ti(A)_[dilm1]                 ,x_F3(A)_[dilm1]                 ,x_Ti(B)_[dilm1]                 ,x_Fe(B)_[dilm1]                 ,x_F3(B)_[dilm1]                 ,n_sill                          ,mvol_[py]                       ,V_[py]                          ,rho_[py]                        ,Mg#_[py]                        ,Al_pfu_[py]                     ,mvol_[h2oL]                     ,V_[h2oL]                        ,rho_[h2oL]                      ,Mg#_[h2oL]                      ,Si_pfu_[h2oL]                   ,Al_pfu_[h2oL]                   ,mvol_[dilm1]                    ,V_[dilm1]                       ,rho_[dilm1]                     ,mvol_sill                       ,V_sill                          ,rho_sill                        ,n_H2O_[h2oL]                    ,wt_H2O_[h2oL]                   
 1.0000000E+00, 1.0000000E+03, 1.0000000E+04,-9.4997572E+07,-9.4997572E+07, 1.5942184E+04, 2.4054506E+03,-7.4700620E+07, 2.0296951E+07,-2.4054746E+06,-7.7106095E+07, 1.8303260E+02, 6.0049500E+01, 7.0572000E-01, 2.1254200E+01, 5.0268000E+00, 3.3368000E+00, 6.1798000E-02, 6.3177000E-01, 2.5393000E+00, 4.8597000E+00, 3.2745000E+01, 0.0000000E+00, 2.4054505E+03, 2.4503146E+00, 1.6372500E+01, 2.9495517E+02, 5.0042356E+00, 1.4224430E+00, 6.8345878E-01, 4.8048235E-01, 1.4623232E-01, 6.1168103E-01, 4.3002146E-01, 7.7650930E-02, 2.0599333E-02, 1.4481658E-02, 3.2374079E-06, 1.5710151E-02, 1.1044485E-02, 6.9782050E-06, 9.0993747E-02, 6.3970046E-02, 1.8155164E-03, 5.4445240E-01, 4.3002146E-01, 1.4481658E-02, 1.1044485E-02, 9.3602995E-01, 6.3970046E-02, 3.3384502E+01, 6.5415832E+00, 1.9594671E-01, 1.4618391E-01, 2.5393000E+00, 7.6062241E-02, 4.3457493E-02, 4.8597000E+00, 1.4556755E-01, 8.9164724E-02, 5.8463955E-01, 1.7512304E-02, 7.6269923E-03, 1.8677551E+00, 5.5946772E-02, 6.1951453E-02, 2.5336061E-01, 7.5891684E-03, 1.8201183E-04, 3.6566322E-01, 1.0953083E-02, 1.5787779E-03, 1.6372500E+01, 4.9042218E-01, 2.7397881E-01, 1.1264183E+00, 2.5196546E-04, 2.2368730E-04, 4.9523060E-01, 7.0546803E-01, 6.2629315E-01, 4.5375065E-01, 4.2069825E-01, 3.7348316E-01, 2.0974332E-01, 3.1337026E-01, 3.1314657E-01, 3.7348316E-01, 3.1337026E-01, 3.1314657E-01, 3.7348316E-01, 2.0231030E+00, 1.1723728E+02, 1.6676336E+02, 3.8329297E+00, 5.3528797E-01, 1.8720599E+00, 6.2931112E+01, 2.1009238E+03, 2.2622609E+00, 4.0929055E-01, 1.6103001E+00, 4.3568407E-01, 3.2022464E+01, 3.6070688E+01, 4.8306666E+00, 5.0265676E+01, 1.0169264E+02, 3.2237819E+00, 1.6372500E+01, 2.9495517E+02
